firstName,lastName,phone,email,companyName,address1,city,state,postalCode,website,tags,source,customField.lead_score,customField.vertical,customField.review_count,customField.rating,customField.score_reasons,customField.google_maps_url
Central,Texas General Contractor LLC.,(512) 814-5583,,Central Texas General Contractor LLC.,"12856 Research Blvd, Austin, TX 78750",Austin,Texas,78750,,"lead-gen,general contractor,score-100",apify-lead-gen,100,general contractor,11,5,No website — needs full digital presence; Low reviews (11) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Central%20Texas%20General%20Contractor%20LLC.&query_place_id=ChIJu4IaiNbs8y8R_9IJO44DHMA
INCO,General Contracting,(512) 993-8884,,INCO General Contracting,"12112 Roxie Dr Unit F, Austin, TX 78729",Austin,Texas,78729,,"lead-gen,general contractor,score-100",apify-lead-gen,100,general contractor,9,3.7,No website — needs full digital presence; Low reviews (9) — needs review automation; GBP unclaimed — huge opportunity; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=INCO%20General%20Contracting&query_place_id=ChIJq6gFDPTNRIYRb10HjY3lC6s
Great,Works Painting,(512) 366-2916,,Great Works Painting,"Austin, TX 78754",Austin,Texas,78754,,"lead-gen,painting contractor,score-100",apify-lead-gen,100,painting contractor,27,5,No website — needs full digital presence; Growing business (27 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (painting contractor): +4,https://www.google.com/maps/search/?api=1&query=Great%20Works%20Painting&query_place_id=ChIJfTPhYqjJRIYRx6y6BLGMW6s
Peace,of Mind Plumbing Services,(704) 398-9398,,Peace of Mind Plumbing Services,"12736 Hennigan Pl Ln, Charlotte, NC 28214",Charlotte,North Carolina,28214,http://www.peaceofmindplumbingservices.com/contact-us,"lead-gen,plumber,score-100",apify-lead-gen,100,plumber,34,4.9,Has website — check for automation gaps; Growing business (34 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity,https://www.google.com/maps/search/?api=1&query=Peace%20of%20Mind%20Plumbing%20Services&query_place_id=ChIJq6o-6r-kVogRIbEvhYOumak
24,HR Emergency Plumber Charlotte,(704) 703-2321,,24 HR Emergency Plumber Charlotte,"1960 Randolph Rd, Charlotte, NC 28207",Charlotte,North Carolina,28207,,"lead-gen,plumber,score-100",apify-lead-gen,100,plumber,23,5,No website — needs full digital presence; Growing business (23 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity,https://www.google.com/maps/search/?api=1&query=24%20HR%20Emergency%20Plumber%20Charlotte&query_place_id=ChIJb8QW8HLJ2IcR1NN2u9qX9gM
Dr.,William M. Blitstein,(704) 921-0505,,Dr. William M. Blitstein,"2305 E W.T. Harris Blvd #102, Charlotte, NC 28213",Charlotte,North Carolina,28213,http://advancedhealthandpainrelief.com/,"lead-gen,chiropractor,score-100",apify-lead-gen,100,chiropractor,11,5,Has website — check for automation gaps; Low reviews (11) — needs review automation; High rating (5) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=Dr.%20William%20M.%20Blitstein&query_place_id=ChIJkx9EELMeVIgRQrpXn212xuA
The,"Back Pain Center: Neil Pai, DC",(704) 599-0900,,"The Back Pain Center: Neil Pai, DC","8821 University E Dr #100, Charlotte, NC 28213",Charlotte,North Carolina,28213,http://www.bpc4u.com/?utm_source=gmb_auth,"lead-gen,chiropractor,score-100",apify-lead-gen,100,chiropractor,20,4.5,Has website — check for automation gaps; Growing business (20 reviews) — prime for automation; High rating (4.5) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=The%20Back%20Pain%20Center%3A%20Neil%20Pai%2C%20DC&query_place_id=ChIJT_HMN64eVIgRUl8--W2PfxI
Dr.,Eric Anderson,(704) 549-1181,,Dr. Eric Anderson,"8210 University Executive Park Dr Ste 110, Charlotte, NC 28262",Charlotte,North Carolina,28262,,"lead-gen,chiropractor,score-100",apify-lead-gen,100,chiropractor,6,5,No website — needs full digital presence; Low reviews (6) — needs review automation; High rating (5) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=Dr.%20Eric%20Anderson&query_place_id=ChIJw3a3ASgcVIgRbxENAQZGPK0
Toby,"Weig, DC",(704) 596-9400,,"Toby Weig, DC","9010 Glenwater Dr STE 102, Charlotte, NC 28262",Charlotte,North Carolina,28262,http://weigchiro.com/about-us/meet-the-doctor.html,"lead-gen,chiropractor,score-100",apify-lead-gen,100,chiropractor,2,5,Has website — check for automation gaps; Low reviews (2) — needs review automation; High rating (5) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=Toby%20Weig%2C%20DC&query_place_id=ChIJDaJ1wzscVIgRr4HbWGUht7M
All-N-One,"Lawn Care, LLC",(615) 445-5134,,"All-N-One Lawn Care, LLC","228 E Old Hickory Blvd, Madison, TN 37115",Madison,Tennessee,37115,,"lead-gen,landscaper,score-99",apify-lead-gen,99,landscaper,17,4.6,No website — needs full digital presence; Low reviews (17) — needs review automation; High rating (4.6) but few reviews — quality business under-marketed; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=All-N-One%20Lawn%20Care%2C%20LLC&query_place_id=ChIJlUQOvwJDZIgRvlsgsaXID_M
Mendez,Landscaping - Reliable Front Yard Landscaping and Hardscape Contractor,(615) 492-6871,,Mendez Landscaping - Reliable Front Yard Landscaping and Hardscape Contractor,"781 Hospital Dr, Madison, TN 37115",Madison,Tennessee,37115,https://mendezlandscapingtn.com/,"lead-gen,landscaper,score-99",apify-lead-gen,99,landscaper,1,5,Has website — check for automation gaps; Low reviews (1) — needs review automation; High rating (5) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Mendez%20Landscaping%20-%20Reliable%20Front%20Yard%20Landscaping%20and%20Hardscape%20Contractor&query_place_id=ChIJuUQ5UXBem6MRTJDV0y9BboY
Home,Improvement & Home Services LLC,(615) 485-4472,,Home Improvement & Home Services LLC,"6540 Clarksville Pike, Joelton, TN 37080",Joelton,Tennessee,37080,,"lead-gen,painting contractor,score-99",apify-lead-gen,99,painting contractor,1,5,No website — needs full digital presence; Low reviews (1) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (painting contractor): +4,https://www.google.com/maps/search/?api=1&query=Home%20Improvement%20%26%20Home%20Services%20LLC&query_place_id=ChIJPf8AuKxZZIgRWUS1AbGAoA8
True,Colors Painting Company,(615) 481-4021,,True Colors Painting Company,"4121 Hutson Ave, Nashville, TN 37216",Nashville,Tennessee,37216,http://www.truecolorspaintingnashville.com/,"lead-gen,painting contractor,score-99",apify-lead-gen,99,painting contractor,1,5,Has website — check for automation gaps; Low reviews (1) — needs review automation; High rating (5) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity; High-value vertical (painting contractor): +4,https://www.google.com/maps/search/?api=1&query=True%20Colors%20Painting%20Company&query_place_id=ChIJjT9DzK1CZIgRCy3UGxZSzWI
Pine,Haven Landscaping,(615) 456-0110,,Pine Haven Landscaping,"3039 Greer Rd, Goodlettsville, TN 37072",Goodlettsville,Tennessee,37072,http://www.tennesseedrainage.com/,"lead-gen,fence contractor,score-99",apify-lead-gen,99,fence contractor,2,5,Has website — check for automation gaps; Low reviews (2) — needs review automation; High rating (5) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Pine%20Haven%20Landscaping&query_place_id=ChIJ3ZoAJlhaZIgRgxowB2bIlQo
Grace,Landscape,(512) 810-4153,,Grace Landscape,"7212 Grand Canyon Dr unit b, Austin, TX 78752",Austin,Texas,78752,,"lead-gen,landscaper,score-99",apify-lead-gen,99,landscaper,9,5,No website — needs full digital presence; Low reviews (9) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Grace%20Landscape&query_place_id=ChIJzfsb4nfJRIYRfwoyt9l8tF0
Tex,Star Painting & Drywall,(737) 217-4656,,Tex Star Painting & Drywall,"12008 Rotherham Dr, Austin, TX 78753",Austin,Texas,78753,,"lead-gen,painting contractor,score-99",apify-lead-gen,99,painting contractor,6,5,No website — needs full digital presence; Low reviews (6) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (painting contractor): +4,https://www.google.com/maps/search/?api=1&query=Tex%20Star%20Painting%20%26%20Drywall&query_place_id=ChIJrXYewaDJRIYRbBAP-OF41mo
THEE,Solutions,(512) 589-4732,,THEE Solutions,,,,,,"lead-gen,fence contractor,score-99",apify-lead-gen,99,fence contractor,4,5,No website — needs full digital presence; Low reviews (4) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=THEE%20Solutions&query_place_id=ChIJI3fLjzCdMKURLep8cPiuQyY
Redwood,Mechanical LLC,(615) 881-3616,,Redwood Mechanical LLC,,,,,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,3,5,No website — needs full digital presence; Low reviews (3) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Redwood%20Mechanical%20LLC&query_place_id=ChIJxa_c9xB5FEcRLvsDdgz4_no
Davis,Maintenance Services LLC,(615) 275-6013,,Davis Maintenance Services LLC,,,,,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,7,5,No website — needs full digital presence; Low reviews (7) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Davis%20Maintenance%20Services%20LLC&query_place_id=ChIJH0rdsPBZZIgR9bpGj6WPAhQ
Jerry,Johnson AC & Heating Co,(615) 859-6446,,Jerry Johnson AC & Heating Co,"5857 Lickton Pike, Goodlettsville, TN 37072",Goodlettsville,Tennessee,37072,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,2,5,No website — needs full digital presence; Low reviews (2) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Jerry%20Johnson%20AC%20%26%20Heating%20Co&query_place_id=ChIJvf-bPw9bZIgRH5Cm9mss6e8
Mike’s,All In One,(615) 975-2767,,Mike’s All In One,,,,,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,15,5,No website — needs full digital presence; Low reviews (15) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Mike%E2%80%99s%20All%20In%20One&query_place_id=ChIJHWaNCuxZZIgR8itAAO-nSV8
Kimbro,Mechanical,(615) 851-0870,,Kimbro Mechanical,"5963 Lickton Pike, Goodlettsville, TN 37072",Goodlettsville,Tennessee,37072,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,9,4.6,No website — needs full digital presence; Low reviews (9) — needs review automation; High rating (4.6) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Kimbro%20Mechanical&query_place_id=ChIJ57-bVhpbZIgRKQeXUmyOJwA
Portillo,HVAC,(629) 202-9667,,Portillo HVAC,"1230 Davella Dr, Nashville, TN 37207",Nashville,Tennessee,37207,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,15,5,No website — needs full digital presence; Low reviews (15) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Portillo%20HVAC&query_place_id=ChIJ3ewbphRnZIgRZGYVQsM4gHM
DEDICATED,LLC,(615) 864-4754,,DEDICATED LLC,"109 Woodruff St, Madison, TN 37115",Madison,Tennessee,37115,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,12,4.6,No website — needs full digital presence; Low reviews (12) — needs review automation; High rating (4.6) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=DEDICATED%20LLC&query_place_id=ChIJVVVqlFlvZIgRhhpgXllaS1A
Thomas,Brent’s Plumbing LLC,(629) 234-6733,,Thomas Brent’s Plumbing LLC,,,,,,"lead-gen,plumber,score-95",apify-lead-gen,95,plumber,4,5,No website — needs full digital presence; Low reviews (4) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Thomas%20Brent%E2%80%99s%20Plumbing%20LLC&query_place_id=ChIJYSZPFlly_Q4R9BEwi9zQ8Zo
Capitol,Roofing Llc,(615) 316-8104,,Capitol Roofing Llc,,,,,,"lead-gen,roofing contractor,score-95",apify-lead-gen,95,roofing contractor,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Capitol%20Roofing%20Llc&query_place_id=ChIJ5S5RY58RWosRMQ6VnFY-N5I
3rd,Chance Living,(615) 762-0149,,3rd Chance Living,"2628 Clay Lick Rd, Whites Creek, TN 37189",Whites Creek,Tennessee,37189,,"lead-gen,real estate agent,score-95",apify-lead-gen,95,real estate agent,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=3rd%20Chance%20Living&query_place_id=ChIJvWa_V7tZZIgRydbOkOiVoHk
The,Chapman Suites,(615) 784-9694,,The Chapman Suites,"213 Gifford Pl, Joelton, TN 37080",Joelton,Tennessee,37080,,"lead-gen,real estate agent,score-95",apify-lead-gen,95,real estate agent,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=The%20Chapman%20Suites&query_place_id=ChIJ3892NIZZZIgRwa3Tu0qkfPM
Greenview,Estates,,,Greenview Estates,"Nashville, TN 37072",Nashville,Tennessee,,,"lead-gen,real estate agent,score-95",apify-lead-gen,95,real estate agent,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=Greenview%20Estates&query_place_id=ChIJv9y77EpFZIgRgOg4WQ5fo10
Destination,Finders International April Harrington,(615) 419-3782,,Destination Finders International April Harrington,"1903 Old Hickory Blvd Suite 200, Old Hickory, TN 37138",Old Hickory,Tennessee,37138,,"lead-gen,real estate agent,score-95",apify-lead-gen,95,real estate agent,67,5,No website — needs full digital presence; Growing business (67 reviews) — prime for automation; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=Destination%20Finders%20International%20April%20Harrington&query_place_id=ChIJwdoPOQ5DZIgRjseZZ4x-hPA
VetCenter,,(615) 883-2333,,VetCenter,"Two Rivers Corporate Centre Dr, Nashville, TN 37214",Nashville,Tennessee,37214,https://www.va.gov/nashville-vet-center/,"lead-gen,veterinarian,score-95",apify-lead-gen,95,veterinarian,1,5,Has website — check for automation gaps; Low reviews (1) — needs review automation; High rating (5) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity,https://www.google.com/maps/search/?api=1&query=VetCenter&query_place_id=ChIJN8x6T35CZIgR3mrSRezxjdk
Cox,Electrical & Maintenance LLC.,(629) 271-6795,,Cox Electrical & Maintenance LLC.,"104 Baylee Mika Pl, Joelton, TN 37080",Joelton,Tennessee,37080,,"lead-gen,electrician,score-95",apify-lead-gen,95,electrician,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Cox%20Electrical%20%26%20Maintenance%20LLC.&query_place_id=ChIJiaUnrtxZZIgRjDafzaMBIhc
Wagoner,Construction Services,(615) 601-0885,,Wagoner Construction Services,"1834 Union Hill Rd, Goodlettsville, TN 37072",Goodlettsville,Tennessee,37072,,"lead-gen,general contractor,score-95",apify-lead-gen,95,general contractor,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Wagoner%20Construction%20Services&query_place_id=ChIJ2b2EgxhbZIgRVIioAJ29Zl0
Downunder,Plumbing and Maintenance,(737) 228-8978,,Downunder Plumbing and Maintenance,,,,,,"lead-gen,plumber,score-95",apify-lead-gen,95,plumber,19,5,No website — needs full digital presence; Low reviews (19) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Downunder%20Plumbing%20and%20Maintenance&query_place_id=ChIJIbDxkaE2s4IRQdqbEnULwg8
Nando's,Auto Repair,(512) 791-0146,,Nando's Auto Repair,"10816 Motheral Dr, Austin, TX 78753",Austin,Texas,78753,https://business.google.com/b/103517678743986330220/dashboard/l/05945879783479901310/getstarted?service=plus,"lead-gen,auto repair shop,score-95",apify-lead-gen,95,auto repair shop,13,4.7,Has website — check for automation gaps; Low reviews (13) — needs review automation; High rating (4.7) but few reviews — quality business under-marketed; GBP unclaimed — huge opportunity,https://www.google.com/maps/search/?api=1&query=Nando's%20Auto%20Repair&query_place_id=ChIJIStmWlvJRIYRq5yxPde79PY
Wrenching,Bunny Garage,(512) 992-0544,,Wrenching Bunny Garage,"1605 Dungan Ln #14A, Austin, TX 78754",Austin,Texas,78754,,"lead-gen,auto repair shop,score-95",apify-lead-gen,95,auto repair shop,11,5,No website — needs full digital presence; Low reviews (11) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Wrenching%20Bunny%20Garage&query_place_id=ChIJj9g6sI_JRIYRJ5Vp7KD0SaI
Oracle,Realty Group,(512) 387-2514,,Oracle Realty Group,"6001 W Parmer Ln Ste 370-500, Austin, TX 78727",Austin,Texas,78727,,"lead-gen,real estate agent,score-95",apify-lead-gen,95,real estate agent,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=Oracle%20Realty%20Group&query_place_id=ChIJpRoNwEnJRIYRDqM39_1Zk9M
Klock's,Electric,(512) 837-4704,,Klock's Electric,"1813 Richcreek Rd, Austin, TX 78757",Austin,Texas,78757,https://klockelectric.com/,"lead-gen,electrician,score-95",apify-lead-gen,95,electrician,66,4.8,Has website — check for automation gaps; Growing business (66 reviews) — prime for automation; GBP unclaimed — huge opportunity; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Klock's%20Electric&query_place_id=ChIJB9zvP9XLRIYRFoR6WlSaiFw
Zavalas,Electric LLC,(512) 698-0316,,Zavalas Electric LLC,"1625 Edgeworth Bend, Austin, TX 78754",Austin,Texas,78754,,"lead-gen,electrician,score-95",apify-lead-gen,95,electrician,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Zavalas%20Electric%20LLC&query_place_id=ChIJtUtVYM7JRIYRK_3_VauBN8c
Bone,Contractors and Builders,,,Bone Contractors and Builders,"11706 Hardwood Trail, Austin, TX 78750",Austin,Texas,78750,,"lead-gen,general contractor,score-95",apify-lead-gen,95,general contractor,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Bone%20Contractors%20and%20Builders&query_place_id=ChIJyQwshuozW4YRPA6Jz_aU6o0
Home,Source Construction,(512) 788-4663,,Home Source Construction,"13359 N Hwy 183, Austin, TX 78750",Austin,Texas,78750,http://www.hscremodeling.com/,"lead-gen,general contractor,score-95",apify-lead-gen,95,general contractor,,,Has website — check for automation gaps; Zero reviews — needs reputation management; GBP unclaimed — huge opportunity; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Home%20Source%20Construction&query_place_id=ChIJQ_qCAs0yW4YRpszLGvBssfw
Batista,Air services Heating and Cooling LLC,(704) 890-8911,,Batista Air services Heating and Cooling LLC,"9916 Pollie Little Ln, Charlotte, NC 28214",Charlotte,North Carolina,28214,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,9,4.6,No website — needs full digital presence; Low reviews (9) — needs review automation; High rating (4.6) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Batista%20Air%20services%20Heating%20and%20Cooling%20LLC&query_place_id=ChIJ-YzLZISjVogR1XEIT53BthM
Carolinas,Heat and Air Services,(980) 297-0262,,Carolinas Heat and Air Services,"11819 Erwin Ridge Ave, Charlotte, NC 28213",Charlotte,North Carolina,28213,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,1,5,No website — needs full digital presence; Low reviews (1) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Carolinas%20Heat%20and%20Air%20Services&query_place_id=ChIJs9wDId4bVIgRqU8--tFzQsQ
Charlotte,,(980) 392-4490,,Charlotte,"7928 N Tryon St, Charlotte, NC 28262",Charlotte,North Carolina,28262,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,4,4.8,No website — needs full digital presence; Low reviews (4) — needs review automation; High rating (4.8) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Charlotte&query_place_id=ChIJZa2c2oweVIgRQoyH0H5DzGc
JMC,heating & Coooling,(980) 208-6087,,JMC heating & Coooling,,,,,,"lead-gen,HVAC contractor,score-95",apify-lead-gen,95,HVAC contractor,2,5,No website — needs full digital presence; Low reviews (2) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=JMC%20heating%20%26%20Coooling&query_place_id=ChIJVbtqzmImiwYRbaacg_6nodk
Reeds,Plumbing Co Inc,(704) 399-7785,,Reeds Plumbing Co Inc,"1532 Running Brook Rd, Charlotte, NC 28214",Charlotte,North Carolina,28214,,"lead-gen,plumber,score-95",apify-lead-gen,95,plumber,8,4.5,No website — needs full digital presence; Low reviews (8) — needs review automation; High rating (4.5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Reeds%20Plumbing%20Co%20Inc&query_place_id=ChIJhajl2hGhVogRRqlWoDlaY70
Premium,Services Plumbing,(980) 313-9341,,Premium Services Plumbing,,,,,,"lead-gen,plumber,score-95",apify-lead-gen,95,plumber,1,5,No website — needs full digital presence; Low reviews (1) — needs review automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Premium%20Services%20Plumbing&query_place_id=ChIJj_cAj6Yno6AREMEOOgx5nDg
704,aesthetics,(704) 681-4854,,704 aesthetics,"1814 Euclid Ave, Charlotte, NC 28203",Charlotte,North Carolina,28203,http://704aesthetics.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7086798125295518682,"lead-gen,med spa,score-95",apify-lead-gen,95,med spa,150,5,Has website — check for automation gaps; Established (150 reviews) — has budget for services; GBP unclaimed — huge opportunity; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=704%20aesthetics&query_place_id=ChIJz9Bf_9CfVogRQwg8t2Kk-Lw
Garcia's,Landscaping,(615) 926-8227,,Garcia's Landscaping,"3815 Marydale Ct, Nashville, TN 37207",Nashville,Tennessee,37207,,"lead-gen,landscaper,score-94",apify-lead-gen,94,landscaper,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Garcia's%20Landscaping&query_place_id=ChIJvVinPMRdZIgRlIB8kCRNmik
Dickens,Turf & Landscape Supply,(615) 227-1111,,Dickens Turf & Landscape Supply,"814 Cherokee Avenue, Nashville, Tennessee 37207-5219",,,,,"lead-gen,landscaper,score-94",apify-lead-gen,94,landscaper,87,4.5,No website — needs full digital presence; Growing business (87 reviews) — prime for automation; High-value vertical (landscaper): +4,"https://www.google.com/maps/place/Dickens Turf & Landscape Supply/@36.201698,-86.755436,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d36.201698!4d-86.755436!16snull!17Bnull"
Tri-County,Garage Door,(615) 360-3535,,Tri-County Garage Door,"1515 Elm Hill Pike Suite 402, Nashville, TN 37210",Nashville,Tennessee,37210,,"lead-gen,garage door repair,score-94",apify-lead-gen,94,garage door repair,36,4.4,No website — needs full digital presence; Growing business (36 reviews) — prime for automation; High-value vertical (garage door repair): +4,https://www.google.com/maps/search/?api=1&query=Tri-County%20Garage%20Door&query_place_id=ChIJa2emPsZoZIgRlANjbnn1y3A
Triny,Fence Of Clarksville,(615) 314-3108,,Triny Fence Of Clarksville,,,,,,"lead-gen,fence contractor,score-94",apify-lead-gen,94,fence contractor,,,No website — needs full digital presence; Zero reviews — needs reputation management; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Triny%20Fence%20Of%20Clarksville&query_place_id=ChIJbXWYdLzEk0URlDJUNFaEzMc
Ecosystems,Landscape Services,(512) 977-0052,,Ecosystems Landscape Services,"1700 Dungan Ln, Austin, TX 78754",Austin,Texas,78754,https://www.austineco.com/,"lead-gen,landscaper,score-94",apify-lead-gen,94,landscaper,32,2.8,Has website — check for automation gaps; Growing business (32 reviews) — prime for automation; GBP unclaimed — huge opportunity; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Ecosystems%20Landscape%20Services&query_place_id=ChIJlePILgrJRIYRYJgnsGT1Izo
Drift,Garage Austin TX,(512) 265-5046,,Drift Garage Austin TX,"13201 Ranch Rd 620 N, Austin, TX 78717",Austin,Texas,78717,https://driftgaragedoors.com/,"lead-gen,garage door repair,score-94",apify-lead-gen,94,garage door repair,,,Has website — check for automation gaps; Zero reviews — needs reputation management; GBP unclaimed — huge opportunity; High-value vertical (garage door repair): +4,https://www.google.com/maps/search/?api=1&query=Drift%20Garage%20Austin%20TX&query_place_id=ChIJ95M_Tn5s9ogRSw9jnGiCkDc
Inglewood,Family Dentistry,(615) 228-9066,,Inglewood Family Dentistry,"4311 Gallatin Pike, Nashville, TN 37216",Nashville,Tennessee,37216,https://inglewoodfamilydentistry.com/,"lead-gen,dentist,score-93",apify-lead-gen,93,dentist,126,4.9,Has website — check for automation gaps; Established (126 reviews) — has budget for services; GBP unclaimed — huge opportunity; High-value vertical (dentist): +8,https://www.google.com/maps/search/?api=1&query=Inglewood%20Family%20Dentistry&query_place_id=ChIJI7eAdKNCZIgRL4V2_wS5SO8
Dr.,"Carson Jenkinson, DC",(615) 871-9000,,"Dr. Carson Jenkinson, DC","3441 Lebanon Pike #117, Hermitage, TN 37076",Hermitage,Tennessee,37076,http://hermitagechiroandrehab.com/meet-the-chiropractor.html,"lead-gen,chiropractor,score-93",apify-lead-gen,93,chiropractor,6,4.3,Has website — check for automation gaps; Low reviews (6) — needs review automation; GBP unclaimed — huge opportunity; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=Dr.%20Carson%20Jenkinson%2C%20DC&query_place_id=ChIJe7QFunvdP4gRGiPb7xkEZh0
Carolina,Dentistry and Dentures,(980) 281-2500,,Carolina Dentistry and Dentures,"7920 Moores Chapel Rd STE A, Charlotte, NC 28214",Charlotte,North Carolina,28214,http://www.carolinadentistrync.com/,"lead-gen,dentist,score-93",apify-lead-gen,93,dentist,132,4.9,Has website — check for automation gaps; Established (132 reviews) — has budget for services; GBP unclaimed — huge opportunity; High-value vertical (dentist): +8,https://www.google.com/maps/search/?api=1&query=Carolina%20Dentistry%20and%20Dentures&query_place_id=ChIJvZCrvLyjVogRyJ3S3lJpafo
Innovative,HVAC,(615) 708-7755,,Innovative HVAC,,,,,,"lead-gen,HVAC contractor,score-90",apify-lead-gen,90,HVAC contractor,,,No website — needs full digital presence; Zero reviews — needs reputation management,https://www.google.com/maps/search/?api=1&query=Innovative%20HVAC&query_place_id=ChIJYyhvXb2ew2MRqgPZeHue_2c
